0	179	0
1	141	0
2	180	0
3	144	0
4	178	0
5	127	0
6	128	0
7	39	0
8	40	0
9	121	0
10	117	0
11	49	0
12	47	0
13	116	0
14	109	0
15	213	0
16	212	0
17	211	0
18	210	0
19	209	0
20	185	0
21	184	0
22	183	0
23	72	0
24	216	0
25	75	0
26	228	0
27	35	0
28	205	0
29	16	0
30	187	0
31	71	0
32	51	0
33	36	0
34	223	0
35	114	0
36	118	0
37	48	0
38	145	0
39	119	0
40	111	0
41	107	0
42	106	0
43	115	0
44	105	0
45	123	0
46	50	0
47	125	0
48	126	0
49	129	0
50	173	0
51	172	0
52	168	0
53	170	0
54	176	0
55	59	0
56	171	0
57	61	0
58	166	0
59	169	0
60	56	0
61	60	0
62	34	0
63	33	0
64	57	0
65	24	0
66	159	0
67	153	0
68	156	0
69	152	0
70	182	0
71	158	0
72	157	0
73	136	0
74	150	0
75	151	0
76	134	0
77	135	0
78	149	0
79	58	0
80	238	0
81	155	0
82	88	0
83	73	0
84	222	0
85	220	0
86	81	0
87	85	0
88	79	0
89	206	0
90	204	0
91	200	0
92	18	0
93	132	0
94	133	0
95	162	0
96	143	0
97	131	0
98	146	0
99	147	0
100	44	0
101	160	0
102	19	0
103	202	0
104	199	0
105	197	0
106	207	0
107	203	0
108	45	0
109	198	0
110	174	0
111	148	0
112	163	0
113	164	0
114	165	0
115	55	0
116	120	0
117	42	0
118	138	0
119	130	0
120	77	0
121	78	0
122	98	0
123	97	0
124	87	0
125	95	0
126	94	0
127	93	0
128	86	0
129	83	0
130	84	0
131	104	0
132	103	0
133	102	0
134	101	0
135	100	0
136	99	0
137	90	0
138	91	0
139	82	0
