05/30/17_16:10:06,98.7135,0.00741252,0.00355123,0.00949093,0.00658028,0.0324565,0.0307609,0.000491683,1
05/30/17_16:09:33,20.1004,0.0029862,0.00161644,0.00842582,0.0298869,0.0288516,0.0301561,0.0329814,1
05/30/17_16:11:04,15.0001,0.00230529,0.00149428,0.0153713,0.0400743,0.0315845,0.0347295,0.00129913,1
05/30/17_16:09:57,14.6409,0.0398814,0.0326571,0.124082,0.0865646,0.372028,0.450904,2.55037,0
05/30/17_16:10:49,25.8314,0.0179669,0.0141902,0.121112,0.0871491,1.82354,3.6585,0.0841821,0
05/30/17_16:11:36,3.99702,0.054374,0.0488016,0.360409,0.394265,0.53902,0.445016,0.0803327,0
05/30/17_16:10:49,35.1002,0.00849159,0.00782177,0.0796298,0.0517905,0.28336,0.348654,0.00616044,1
05/30/17_16:09:41,67.2001,0.00827209,0.00525458,0.0249722,0.0135113,0.284462,0.306321,0.00978007,1
05/30/17_16:12:31,7.50063,0.0112528,0.00792762,0.0596501,0.0813494,0.216203,0.248155,1.12076,0
05/30/17_16:11:02,17.9295,0.0174265,0.012934,0.145081,0.0551917,1.53104,2.50655,0.451932,0
05/30/17_16:11:32,14.7,0.0063207,0.00312707,0.0135581,0.0409457,0.025592,0.0244914,0.00728445,1
05/30/17_16:11:19,2.10632,0.0260403,0.0236395,0.301139,0.286407,0.269051,0.358667,0.160285,0
05/30/17_16:11:41,4.20006,0.0938613,0.0485767,0.447657,0.217094,0.151949,0.314697,8.31727,0
05/30/17_16:12:06,72.8111,0.0141433,0.0180992,0.0955984,0.157328,2.56174,6.92263,0.0224523,0
05/30/17_16:12:51,4.80096,0.0206721,0.0139132,0.134269,0.128958,0.247208,0.242113,22.7626,0
05/30/17_16:11:40,15.0894,0.0663814,0.0433667,0.14012,0.0607491,1.06723,1.91373,12.9073,1
05/30/17_16:11:34,26.4027,0.00620907,0.00473694,0.0132319,0.0227966,0.0221638,0.0209415,0.00573057,1
05/30/17_16:11:23,48.9039,0.007377,0.00458913,0.0328563,0.0130742,0.741646,1.04265,0.0109699,0
05/30/17_16:10:00,4.80082,0.00882117,0.00472069,0.0403469,0.0628589,0.0572427,0.0573945,0.135071,1
05/30/17_16:11:04,65.7002,0.00828011,0.00423521,0.00384905,0.00914921,0.0361225,0.0329158,0.0145295,1
05/30/17_16:12:02,7.80306,0.0085746,0.00776377,0.0728435,0.0769608,0.17207,0.184059,0.0206152,0
05/30/17_16:09:42,257.702,0.00646326,0.00544771,0.00233084,0.010844,0.0344505,0.0329612,0.125601,1
05/30/17_16:10:07,8.70406,0.0426389,0.0215136,0.223828,0.105559,0.161584,0.222107,8.95943,0
05/30/17_16:09:35,88.5323,0.0121884,0.00872503,0.104011,0.0713073,0.291946,0.45603,0.00265229,1
05/30/17_16:09:53,37.2611,0.0134047,0.00828345,0.0161629,0.0166836,0.0413892,0.0393019,0.0247874,1
05/30/17_16:09:48,59.7041,0.0140529,0.00750457,0.0192349,0.0855548,0.102486,0.108517,0.0119588,1
05/30/17_16:10:10,8.40085,0.00152777,0.00133593,0.0124035,0.107182,0.00847232,0.00647989,0.149846,1
05/30/17_16:10:43,18.0052,0.0123383,0.0103617,0.0685378,0.0500036,0.309668,0.397012,1.38992,0
05/30/17_16:10:01,1.21365,0.0175807,0.0301741,0.268151,0.272502,0.508775,0.542967,0.146581,1
05/30/17_16:10:24,152.109,0.00301177,0.00212283,0.00156702,0.00591852,0.0277228,0.027262,0.00101765,1
05/30/17_16:11:18,94.5133,0.00443312,0.00220294,0.0041919,0.00639541,0.0336983,0.030695,0.777521,1
05/30/17_16:12:11,19.2005,0.00417238,0.00350749,0.0274165,0.0315398,0.0322109,0.032256,0.0258408,1
05/30/17_16:10:18,64.8054,0.00776484,0.0121239,0.0715309,0.166197,2.01223,3.82348,0.0111577,0
05/30/17_16:10:16,6.90352,0.0163944,0.014424,0.0995741,0.0918593,0.110676,0.128101,17.361,0
05/30/17_16:10:41,14.1317,0.0168354,0.00873742,0.129004,0.0681152,0.960728,1.36139,3.97766,0
05/30/17_16:09:30,15.6036,0.00436746,0.00436783,0.0482168,0.288432,0.182472,0.175611,0.0199815,1
05/30/17_16:11:28,5.40525,0.0109819,0.00868247,0.0648801,0.111264,0.0917848,0.112785,14.6979,0
05/30/17_16:11:15,4.20819,0.00821724,0.00522007,0.074147,0.145184,0.168657,0.188526,0.0666754,1
05/30/17_16:11:19,10.6225,0.0420154,0.0380803,0.420432,0.187983,1.06301,1.79163,1.83502,0
05/30/17_16:10:37,4.20008,0.00997063,0.00983811,0.115081,0.28583,0.148286,0.120336,0.325161,0
05/30/17_16:11:24,25.8092,0.0211471,0.0202454,0.117825,0.151447,1.37739,2.75165,0.593525,0
05/30/17_16:11:49,5.16838,0.142089,0.0992826,0.608135,0.155333,0.967965,1.69117,7.43273,0
05/30/17_16:11:33,10.8002,0.0539684,0.0281371,0.157605,0.112458,0.358784,0.452968,0.495708,1
05/30/17_16:09:58,3.96377,0.0841547,0.0580032,0.590529,0.139784,0.705611,1.16998,3.01773,0
05/30/17_16:10:08,42.9002,0.00191996,0.00122922,0.00469244,0.013991,0.0194036,0.0186279,0.0140731,1
05/30/17_16:11:17,11.7788,0.0595317,0.0344484,0.541767,0.187452,1.10051,2.40776,4.05947,0
05/30/17_16:10:47,59.1005,0.00337554,0.0022532,0.0163055,0.0103468,0.0462132,0.0544704,0.0173249,1
05/30/17_16:12:41,1.50107,0.0103077,0.0116819,0.19357,0.400035,0.144914,0.237877,0.0324524,1
05/30/17_16:11:15,47.7038,0.00364944,0.00226457,0.0186282,0.0128669,0.179162,0.186097,0.0542241,1
05/30/17_16:11:50,5.40155,0.00913828,0.00654358,0.0751002,0.112846,0.158096,0.190544,0.0480423,1
05/30/17_16:11:15,2.70546,0.0163433,0.0123569,0.166364,0.113507,0.163025,0.150137,0.0270172,1
05/30/17_16:12:19,3.601,0.00171255,0.00133957,0.0249232,0.0834038,0.0532914,0.0533947,0.0582724,1
05/30/17_16:09:20,4.80284,0.0109478,0.00679996,0.0569899,0.124954,0.0754279,0.0933904,0.00342903,1
05/30/17_16:10:37,28.3083,0.0315088,0.0263946,0.100761,0.0342462,1.03713,2.04439,0.00413202,1
05/30/17_16:11:34,5.40452,0.0747966,0.0388427,0.273719,0.184464,0.266707,0.376826,0.150815,0
05/30/17_16:12:11,14.1005,0.00195554,0.000995255,0.0095385,0.0425758,0.0212768,0.019011,0.0058397,1
05/30/17_16:10:25,15.9187,0.011437,0.0116441,0.0666748,0.057042,0.284098,0.322597,0.0436555,0
05/30/17_16:12:04,27.3007,0.0114691,0.0110754,0.119927,0.0798225,0.57422,1.08916,0.0498248,0
05/30/17_16:11:41,18.3001,0.00213851,0.00112636,0.00403693,0.0327991,0.0237901,0.0239317,0.0492026,1
05/30/17_16:10:42,7.51554,0.0379026,0.0312932,0.681125,0.161602,2.16171,3.96559,3.17045,0
05/30/17_16:10:31,130.5,0.00545169,0.00340553,0.00415275,0.00689735,0.0448765,0.0477372,0.00834336,1
05/30/17_16:12:16,13.2016,0.00565274,0.0059869,0.105344,0.0469709,0.377492,0.450552,0.0211223,0
05/30/17_16:10:37,11.7022,0.00945591,0.0120952,0.074767,0.488149,0.0290883,0.03371,0.817338,0
05/30/17_16:11:58,17.7315,0.0464076,0.0421224,0.21106,0.0360953,2.3353,4.26764,2.16013,0
05/30/17_16:10:30,5.4,0.0503683,0.0284245,0.288019,0.167458,0.29749,0.516172,5.58678,0
05/30/17_16:10:31,10.8002,0.00245138,0.00148852,0.00740912,0.0555665,0.0220474,0.0194185,0.712053,1
05/30/17_16:11:41,3.60038,0.0526338,0.0309589,0.150115,0.256419,0.315928,0.415199,0.521572,0
05/30/17_16:11:29,9.60079,0.0475867,0.0221114,0.161993,0.0998554,0.163325,0.238339,5.08621,0
05/30/17_16:10:24,23.5465,0.0289623,0.0167543,0.0905989,0.0411256,1.83776,2.92242,0.903554,0
05/30/17_16:12:09,6.90021,0.00115044,0.000944115,0.0100726,0.0869641,0.0259466,0.0301833,0.0208415,1
05/30/17_16:09:19,9.60248,0.0118515,0.00900209,0.0480459,0.0321882,0.0821745,0.085113,0.0328967,0
05/30/17_16:09:37,50.1003,0.00208601,0.00140003,0.00860219,0.0121055,0.0610846,0.0621759,0.079331,1
