05/30/17_16:12:18,5.17956,0.0566849,0.0571945,0.551963,0.123095,0.723339,0.764279,5.823,0
05/30/17_16:11:23,4.27449,0.0308763,0.0253567,0.346937,0.149934,0.67313,0.664229,7.69377,0
05/30/17_16:10:13,41.4043,0.00399041,0.00228795,0.00515197,0.014574,0.0290464,0.0278272,0.00478498,1
05/30/17_16:10:26,80.1371,0.00898553,0.00732366,0.00987229,0.0263712,0.236398,0.266763,0.0101027,1
05/30/17_16:10:04,7.20204,0.0303675,0.0195029,0.339856,0.126021,0.537538,0.778177,18.1491,0
05/30/17_16:10:53,11.7618,0.0182368,0.0292108,0.175203,0.0883045,0.126611,0.136643,0.206619,1
05/30/17_16:11:38,7.50354,0.00342948,0.00463874,0.05185,0.119985,0.0931027,0.102692,0.278906,1
05/30/17_16:10:31,73.5216,0.0149497,0.014131,0.11077,0.126891,2.06753,5.42165,0.0971264,0
05/30/17_16:11:41,30.0162,0.0157102,0.0130551,0.066166,0.0211624,0.419106,0.601143,0.0508321,0
05/30/17_16:11:59,3.65459,0.0275001,0.0267438,0.518514,0.168014,0.582846,0.654828,0.721894,1
05/30/17_16:11:55,4.50145,0.00627225,0.00447644,0.0467402,0.133991,0.0396952,0.0619259,0.0531965,1
05/30/17_16:11:46,62.103,0.00458746,0.00334568,0.00472973,0.00974142,0.0524894,0.0569067,0.0147981,1
05/30/17_16:11:36,8.41032,0.0194288,0.0095584,0.174148,0.0742667,3.03841,5.16131,2.3401,0
05/30/17_16:11:22,54.9217,0.00207561,0.00200354,0.0118279,0.0109335,0.0388552,0.0448863,0.00609814,1
05/30/17_16:11:37,8.10407,0.0327535,0.0228138,0.148546,0.410312,0.117529,0.149539,0.0287618,1
05/30/17_16:11:24,6.41757,0.0217623,0.0162827,0.196025,0.0962147,0.949817,1.66059,5.18938,0
05/30/17_16:12:56,14.7183,0.0252908,0.0152875,0.0501278,0.0658848,0.11197,0.14335,0.0806612,0
05/30/17_16:10:33,50.401,0.0038389,0.00289854,0.0134752,0.0178582,0.0787164,0.0811928,0.0465781,1
05/30/17_16:13:10,6.92022,0.0405381,0.0228406,0.207263,0.0642536,0.972763,1.36255,6.26789,0
05/30/17_16:09:25,4.80157,0.00302515,0.00280213,0.0328549,0.125,0.0452383,0.0484016,0.0307473,1
05/30/17_16:09:57,10.8003,0.00214096,0.00266894,0.0353982,0.0555845,0.0754155,0.0731393,0.0277842,1
05/30/17_16:11:58,1.79999,0.0225549,0.025865,0.240861,0.334397,0.112905,0.133526,0.0861708,1
05/30/17_16:12:21,7.52271,0.010272,0.00707446,0.103151,0.12144,0.499748,0.693711,0.021972,1
05/30/17_16:11:51,52.8071,0.0115087,0.00845415,0.0288893,0.0545812,0.178794,0.191705,0.00429612,0
05/30/17_16:09:49,116.104,0.00377232,0.00258863,0.00493453,0.00548366,0.0365526,0.035622,0.00518219,1
05/30/17_16:12:42,28.5002,0.00204627,0.00181502,0.0115289,0.115815,0.0736842,0.0704984,0.00302283,1
05/30/17_16:10:08,12.309,0.0134339,0.00897496,0.0579335,0.0507766,0.0359796,0.0424823,0.054214,1
05/30/17_16:11:28,18.9023,0.0116009,0.00629324,0.0322568,0.0325991,0.269479,0.341647,4.60808,0
05/30/17_16:11:19,10.5006,0.00184516,0.00161668,0.0116137,0.0572935,0.02866,0.0252405,0.00674845,1
05/30/17_16:10:13,19.5007,0.00249782,0.00153767,0.00755612,0.030783,0.0219167,0.0215837,3.57595,1
05/30/17_16:11:53,63.3099,0.0111013,0.0108732,0.0704476,0.0162115,2.61931,5.67522,0.00638715,0
05/30/17_16:10:34,68.1005,0.00746633,0.00466178,0.0306597,0.0925193,0.035871,0.0414418,0.00555637,1
05/30/17_16:09:38,2.70601,0.0351147,0.0317425,0.287032,0.122023,0.275132,0.213871,145.109,0
05/30/17_16:09:17,44.1292,0.0115221,0.00905585,0.0170246,0.0206751,0.0278675,0.034732,0.00350579,1
05/30/17_16:09:39,3.60302,0.00952909,0.00587298,0.0848842,0.167062,0.0735389,0.110492,0.20016,1
05/30/17_16:09:16,29.4002,0.000836792,0.000569629,0.00912049,0.0204158,0.0574247,0.0573979,0.0248086,1
05/30/17_16:09:37,74.4003,0.00266933,0.00166224,0.0160817,0.0242904,0.28464,0.350659,0.161637,1
05/30/17_16:09:29,11.1466,0.0319781,0.0228367,0.106603,0.0566271,0.155741,0.164266,10.5182,0
05/30/17_16:11:25,1.50161,0.0113077,0.0131276,0.19314,0.399986,0.265023,0.236444,0.537704,1
05/30/17_16:11:51,21.9274,0.0100983,0.00722253,0.0905587,0.0300797,0.115042,0.108452,0.00641826,1
05/30/17_16:10:22,36.0005,0.00233248,0.00172872,0.0107415,0.016738,0.04235,0.0495067,0.000149095,1
05/30/17_16:09:43,113.1,0.000650537,0.000400011,0.00571932,0.00544115,0.0604356,0.0592089,0.00166518,1
05/30/17_16:11:29,14.1036,0.0026439,0.00235544,0.034834,0.0426367,0.062286,0.0623154,0.00768199,1
05/30/17_16:11:47,17.4038,0.0406237,0.0236895,0.133081,0.0396733,0.170419,0.330351,1.86594,0
05/30/17_16:11:55,18.3075,0.0118259,0.00881099,0.119617,0.0657537,1.13427,1.51033,0.00623713,0
05/30/17_16:11:46,9.60206,0.00163678,0.00154141,0.0290439,0.0625473,0.0336685,0.0339086,0.0562175,1
05/30/17_16:10:48,7.80237,0.03375,0.0317089,0.425431,0.239289,0.310699,0.731559,1.65665,0
05/30/17_16:11:34,29.7009,0.00285259,0.00226795,0.0294783,0.303188,0.0277182,0.0332498,0.029351,1
05/30/17_16:11:59,22.8012,0.00227598,0.00140638,0.00534709,0.0131926,0.0232639,0.0223555,0.00660043,1
05/30/17_16:09:45,18.6031,0.00418876,0.00391431,0.0247166,0.0327001,0.026955,0.0274406,0.00985122,1
05/30/17_16:12:13,4.50008,0.00442086,0.00440582,0.0513532,0.199994,0.0767103,0.114505,0.0217464,1
05/30/17_16:12:13,112.201,0.00672952,0.00479247,0.0400121,0.155101,1.93328,4.16677,0.00222473,0
05/30/17_16:09:43,102.9,0.00292425,0.00169309,0.00346681,0.00588003,0.335038,0.597404,0.00146672,1
05/30/17_16:12:03,4.20862,0.00884008,0.00630673,0.0817135,0.1438,0.108208,0.13402,0.0251551,1
05/30/17_16:10:49,12.0256,0.0252975,0.0137482,0.10755,0.0592725,0.910607,1.3142,0.683773,0
05/30/17_16:10:58,21.0087,0.00293477,0.00197435,0.0158785,0.0286763,0.132829,0.167106,0.00735689,0
05/30/17_16:12:07,38.7006,0.0387909,0.0262051,0.177599,0.0505434,0.553853,1.1625,2.28308,1
05/30/17_16:11:37,12.6006,0.0248415,0.0118553,0.0603316,0.0480236,0.109173,0.116556,10.7212,0
05/30/17_16:09:45,66.0029,0.0453219,0.0294537,0.0350736,0.0147632,0.0471486,0.0495141,0.00187965,1
05/30/17_16:10:42,6.00355,0.0289826,0.0203804,0.156111,0.459704,0.118747,0.203965,0.0242988,1
05/30/17_16:10:07,52.2958,0.0229352,0.0177113,0.0295262,0.0203692,0.0952537,0.119331,0.00669968,1
05/30/17_16:10:07,6.00181,0.00196191,0.00211942,0.0329104,0.100033,0.0835598,0.0861109,3.89567,0
05/30/17_16:11:38,12.9047,0.0190031,0.0135299,0.0722866,0.105179,0.584751,0.687755,11.2093,0
05/30/17_16:10:29,6.90005,0.00161191,0.00090758,0.00667663,0.0869679,0.0120744,0.0107541,1.17429,1
05/30/17_16:11:27,22.5305,0.0128071,0.0121647,0.0350927,0.0268403,0.0574215,0.0663293,0.0583417,1
05/30/17_16:10:48,102.017,0.00380036,0.00284356,0.00317319,0.00594349,0.0368163,0.0338136,0.00133192,1
05/30/17_16:11:14,22.6224,0.0179594,0.0215799,0.157162,0.136912,1.86541,2.93665,0.537059,0
05/30/17_16:10:06,27.0018,0.0196382,0.018657,0.212684,0.131523,1.28065,2.2046,0.145987,0
05/30/17_16:10:54,3.61355,0.0205987,0.0140684,0.173943,0.167627,0.607504,0.798258,0.159076,1
05/30/17_16:10:14,20.1114,0.033881,0.0153454,0.139687,0.283886,1.12067,2.27123,0.226897,0
05/30/17_16:10:46,3.30001,0.00298795,0.00263812,0.0223282,0.0910255,0.0176948,0.0155423,0.663371,1
05/30/17_16:11:17,12.9585,0.0409021,0.0232715,0.126427,0.0569438,0.223198,0.252333,0.0112988,0
05/30/17_16:10:08,15.9002,0.0103592,0.0055439,0.0308414,0.0381039,0.0281249,0.0298307,0.0377836,1
05/30/17_16:11:26,24.7128,0.0162595,0.00863862,0.0809095,0.0243034,1.10284,2.15256,4.55679,0
05/30/17_16:10:28,319.881,0.00485191,0.00261682,0.00296828,0.00189013,0.0385107,0.0363588,0.000900463,1
05/30/17_16:12:21,12.0387,0.014077,0.0144805,0.0951085,0.0505955,0.398038,0.5134,2.78272,0
05/30/17_16:10:18,1.20154,0.00468766,0.00480738,0.0817968,0.50045,0.143897,0.207087,0.0682553,1
05/30/17_16:11:44,24.0069,0.0192744,0.0100101,0.080296,0.31494,1.01862,1.44252,0.727156,0
05/30/17_16:11:16,9.90652,0.0418276,0.0221219,0.0940892,0.0959067,0.365454,0.466398,0.0904425,1
05/30/17_16:11:46,8.70001,0.00874918,0.00620349,0.0728785,0.517589,0.196318,0.24644,0.295131,1
05/30/17_16:11:33,2.70058,0.0036564,0.00359002,0.0591946,0.111435,0.119282,0.104315,0.476652,0
05/30/17_16:10:17,9.3028,0.002128,0.00285778,0.0327832,0.0646132,0.06609,0.0864355,0.00451496,0
05/30/17_16:10:38,56.4059,0.00225115,0.00164529,0.00630938,0.0107799,0.0553051,0.0499794,0.0135727,1
05/30/17_16:12:11,30.0002,0.00180582,0.00109301,0.00351571,0.0200019,0.0206848,0.0198884,0.0256909,1
05/30/17_16:11:38,5.70223,0.00551799,0.0043795,0.0465288,0.105719,0.508639,0.62483,0.0721035,1
05/30/17_16:11:34,7.80032,0.00214417,0.00121622,0.0182643,0.0385883,0.0791953,0.0823811,0.0272139,0
05/30/17_16:09:38,44.7001,0.00352298,0.00191102,0.00263474,0.0134389,0.0140218,0.0131601,0.0122309,1
05/30/17_16:12:07,16.5,0.00542233,0.00289557,0.01322,0.0364769,0.0246272,0.0234977,0.00955354,1
05/30/17_16:10:42,7.20008,0.00984313,0.0083248,0.0903405,0.0846058,0.292721,0.345777,0.00778932,0
05/30/17_16:10:02,7.50089,0.0128473,0.00647008,0.217624,0.120349,0.124736,0.151297,0.0740249,0
05/30/17_16:11:31,6.00011,0.00218244,0.00209998,0.0324268,0.100107,0.0522031,0.0590448,0.0158234,1
05/30/17_16:10:50,43.2,0.00417171,0.00242927,0.00752953,0.0490405,0.0396544,0.0349327,0.0148802,1
05/30/17_16:09:46,24.901,0.00317694,0.00280154,0.00965149,0.0241264,0.0196559,0.0193315,0.193977,1
05/30/17_16:11:04,3.05303,0.0951493,0.0795171,0.932232,0.740084,0.160831,0.231198,13.3023,0
05/30/17_16:10:42,186.024,0.00375496,0.00282987,0.00417233,0.00347656,0.0409398,0.0389456,0.00298205,1
05/30/17_16:11:31,81.1143,0.00929521,0.00661941,0.0519633,0.0756822,1.23749,2.57569,0.0115582,0
05/30/17_16:11:48,7.50955,0.0182896,0.0191802,0.156333,0.0800824,0.462205,0.571169,4.82095,0
05/30/17_16:10:04,8.7086,0.0794519,0.0619721,0.539998,0.214522,2.20551,4.02246,6.3705,0
05/30/17_16:10:37,3.60033,0.00607189,0.0050885,0.0449233,0.0838267,0.0417046,0.036914,3.70913,1
05/30/17_16:09:42,9.00131,0.0243687,0.0155353,0.0838722,0.0680641,0.0971585,0.105109,3.20867,0
05/30/17_16:11:09,110.506,0.00898724,0.00831176,0.0421057,0.0779049,2.16556,4.66436,0.00108667,0
05/30/17_16:09:48,20.4002,0.00511342,0.00305783,0.0135257,0.147102,0.0358298,0.0355449,0.0954422,1
05/30/17_16:09:44,6.01214,0.0217182,0.0160684,0.161748,0.107494,0.680077,0.652116,7.77195,0
05/30/17_16:09:49,100.8,0.00622812,0.00349385,0.00199897,0.00597094,0.0281974,0.0258573,0.00208321,1
05/30/17_16:10:52,2.11328,0.018471,0.0221213,0.477989,0.284718,0.481933,0.47759,0.501286,1
05/30/17_16:10:31,45.7198,0.0151085,0.0148186,0.147433,0.0865343,1.5697,3.55671,0.0160658,0
05/30/17_16:12:46,1.50017,0.0130411,0.0136662,0.183979,0.400026,0.0874798,0.136201,0.723946,1
05/30/17_16:11:26,6.93732,0.0250957,0.0204251,0.136427,0.364551,0.531085,0.638341,6.99207,0
05/30/17_16:11:04,17.1041,0.00806442,0.00593574,0.03536,0.0356522,0.129225,0.12866,0.00443291,1
05/30/17_16:12:08,4.20002,0.00444677,0.0032149,0.0317933,0.142881,0.0387547,0.0472407,1.71712,1
05/30/17_16:11:46,11.7037,0.0197901,0.020566,0.173569,0.0531324,1.5216,2.0886,1.46549,0
05/30/17_16:11:52,12.0033,0.00563051,0.0048398,0.044837,0.0499961,0.439805,0.639024,0.0058095,0
05/30/17_16:11:08,6.61826,0.0624383,0.0329895,0.227592,0.113979,0.247838,0.376172,8.10955,0
05/30/17_16:09:38,45.0302,0.00962617,0.00548608,0.0198774,0.02052,0.194329,0.204277,0.467353,1
05/30/17_16:11:24,9.01353,0.0137315,0.0106359,0.126021,0.0689449,0.0834441,0.0669988,0.601808,0
05/30/17_16:11:50,6.9281,0.0265049,0.0252559,0.243995,0.0886042,0.222005,0.228737,14.3693,0
05/30/17_16:09:52,3.00079,0.127736,0.0805736,0.937672,0.279901,0.398191,1.16134,96.9792,0
05/30/17_16:11:41,6.301,0.018576,0.0107601,0.084547,0.0494173,0.0921042,0.0796963,0.952421,0
05/30/17_16:10:53,2.70208,0.00846304,0.00644775,0.10226,0.222061,0.0701004,0.132527,0.196185,1
05/30/17_16:10:24,14.4032,0.00605798,0.00319792,0.0379349,0.0423498,0.101092,0.153766,0.0033892,1
05/30/17_16:10:08,26.422,0.0105333,0.00955052,0.117116,0.172828,0.426029,0.581089,0.141469,0
05/30/17_16:12:05,32.1013,0.0149658,0.00937621,0.0129179,0.0187677,0.0214778,0.0212812,0.0350523,1
05/30/17_16:11:58,4.80453,0.0078685,0.00524103,0.0681327,0.125403,0.0601156,0.0877188,0.00927017,1
05/30/17_16:11:37,20.101,0.00256791,0.00138712,0.0102313,0.0299056,0.00691321,0.00706924,0.350798,1
05/30/17_16:12:13,3.30041,0.00565722,0.00373024,0.0426595,0.0911462,0.0545351,0.0484455,0.0283582,1
05/30/17_16:11:06,22.8001,0.00170666,0.00105834,0.0142185,0.0263311,0.0363952,0.0347887,0.00348742,1
05/30/17_16:10:43,5.74021,0.123585,0.0539626,1.01735,0.213364,0.846808,2.16195,8.35141,0
05/30/17_16:11:16,4.21841,0.0256297,0.0186356,0.209102,0.143609,0.141995,0.194582,8.91252,0
05/30/17_16:10:19,95.1,0.00750063,0.00280704,0.0035736,0.00897091,0.0391193,0.0407035,0.0142094,1
05/30/17_16:11:34,12.0098,0.0122609,0.010475,0.106244,0.0525927,0.119366,0.129934,0.0557533,0
05/30/17_16:10:09,55.8078,0.00670092,0.00612336,0.0181805,0.0946654,0.276327,0.32021,0.0169242,1
05/30/17_16:10:02,22.8,0.00919856,0.00526862,0.0149989,0.0265545,0.0558412,0.0546273,0.40642,1
05/30/17_16:11:24,13.6022,0.0203628,0.0270284,0.24936,0.0540266,0.679993,1.06437,2.19664,0
05/30/17_16:09:39,4.80013,0.00270602,0.0014765,0.0143161,0.0625417,0.0236053,0.0224715,0.126011,1
05/30/17_16:10:46,11.4036,0.00900126,0.00715191,0.0358952,0.474655,0.0491849,0.0192206,0.0116448,1
05/30/17_16:11:36,9.30035,0.0335533,0.0193439,0.110694,0.0694974,0.142799,0.15879,3.32902,0
05/30/17_16:12:08,17.4318,0.0116989,0.00686575,0.0603141,0.0381628,0.104244,0.109462,0.87369,0
05/30/17_16:11:01,4.8144,0.0159186,0.0106567,0.198428,0.187631,0.107028,0.163241,0.465945,1
05/30/17_16:10:38,32.4005,0.00677179,0.00398948,0.00564961,0.018529,0.0201186,0.0184801,0.0290485,1
05/30/17_16:11:26,15.6019,0.00940819,0.00518818,0.0395271,0.0384884,0.624761,0.942824,6.5703,0
05/30/17_16:11:55,7.20012,0.032193,0.0227222,0.158317,0.0925146,0.126432,0.160079,0.0597776,0
05/30/17_16:12:21,37.5,0.000890566,0.000422285,0.00871911,0.0160781,0.0269206,0.0247087,0.00444575,1
05/30/17_16:10:04,5.10088,0.00871957,0.00548437,0.0551594,0.117819,0.0988737,0.0974729,0.0336491,0
05/30/17_16:09:32,26.4003,0.00222558,0.00163809,0.00381396,0.0227498,0.0156448,0.0147486,0.0103307,1
05/30/17_16:09:53,232.801,0.00180189,0.00106413,0.00232112,0.00132134,0.0602186,0.0794832,0.000885653,1
05/30/17_16:10:46,14.4007,0.0149409,0.0102989,0.0346837,0.0426622,0.053795,0.0531344,3.63017,1
05/30/17_16:10:27,2.70032,0.0123649,0.00608905,0.0924111,0.223172,0.0821148,0.0731814,22.7597,0
05/30/17_16:11:05,2.40103,0.0116976,0.0157086,0.135851,0.253363,0.0974544,0.110124,0.0972469,0
05/30/17_16:11:26,50.7001,0.00121644,0.000801379,0.00928933,0.0592096,0.0379275,0.0371888,0.0193231,1
05/30/17_16:12:05,72.6895,0.0106513,0.01415,0.1325,0.0611289,2.01127,4.56716,0.00482998,0
05/30/17_16:10:56,99.3002,0.00202212,0.00161967,0.00623819,0.00910134,0.129699,0.179551,0.00150769,1
05/30/17_16:09:55,4.50005,0.0105968,0.0128961,0.168396,0.200434,0.432771,0.493471,5.7058,0
05/30/17_16:09:27,113.1,0.00371259,0.00193946,0.00329091,0.00539465,0.043333,0.0400556,0.000594298,1
05/30/17_16:11:33,23.4376,0.0579822,0.0270545,0.191613,0.0560136,2.43155,5.62427,0.0260707,1
05/30/17_16:12:10,1.50024,0.00488085,0.00644173,0.0919283,0.20059,0.0974308,0.092027,3.07694,1
05/30/17_16:10:53,3.94068,0.0357052,0.0307599,0.494633,0.304546,0.320917,0.273084,0.652741,0
05/30/17_16:11:02,6.3161,0.0250381,0.0132317,0.230673,0.143018,0.692449,1.05977,1.29906,0
05/30/17_16:10:15,58.8203,0.00434098,0.00289881,0.0116742,0.0102507,0.0459852,0.0437149,0.24329,1
05/30/17_16:10:37,3.90348,0.00809964,0.00585669,0.0755081,0.077779,0.0969027,0.0905167,0.0377821,1
05/30/17_16:10:33,20.7061,0.00160245,0.00158479,0.0157979,0.0434706,0.0637803,0.0888147,0.00706968,1
05/30/17_16:11:10,66.7105,0.00787573,0.00915113,0.0638738,0.0911726,0.774471,1.64468,1.55111,0
05/30/17_16:11:31,6.03103,0.0720109,0.0351932,0.351028,0.204623,1.17027,1.66493,5.33583,0
05/30/17_16:11:15,11.4,0.0278158,0.0177921,0.24185,0.106742,0.219679,0.356161,5.38018,0
05/30/17_16:10:11,11.4,0.00534795,0.00597518,0.0673046,0.188714,0.312777,0.348893,0.222547,0
05/30/17_16:10:31,1.51417,0.0179046,0.0176568,0.325549,0.39978,0.390008,0.414757,0.574134,0
05/30/17_16:11:22,42.6377,0.00398847,0.00660867,0.0188676,0.0160196,0.0527235,0.0428985,0.00444229,1
05/30/17_16:10:18,10.8005,0.00724999,0.00409734,0.034852,0.0841142,0.125797,0.109616,0.0839334,1
05/30/17_16:09:57,6.00028,0.00254904,0.00177836,0.0331462,0.100125,0.0421215,0.0456647,0.0996472,1
