16	1.67
18	-4.14
19	-2.56
24	0.43
33	-0.48
34	0.26
35	-1.6
36	-13.54
39	-3.18
40	-3.52
42	-2.17
44	0
45	-3.21
47	-1.91
48	0.65
49	-1.82
50	-0.24
51	-14.79
55	-0.38
56	-4.6
57	0
58	-0.09
59	-0.78
60	-4.22
61	-26.49
71	-15.24
72	-2.78
73	-0.09
75	1.03
77	-0.51
78	-4.06
79	-1.99
81	-3.52
82	0
83	-1.84
84	2.1
85	-3.8
86	-0.77
87	-0.81
88	2.71
90	-0.77
91	1.92
93	2.7
94	-0.81
95	-0.81
97	-0.81
98	0.76
99	1.16
100	-1.37
101	0
102	0
103	0
104	2.31
105	1.36
106	-1
107	-16.41
109	3.52
111	-16.12
114	2.58
115	-0.56
116	0
117	0.94
118	0
119	2.99
120	0
121	-2.02
123	0.86
125	-0.07
126	-0.46
127	-0.61
128	-0.92
129	0.47
130	-1.83
131	-1.38
132	-7.84
133	-7.43
134	-5.55
135	-4.96
136	-3.96
138	-2.91
141	-2.45
143	-4.41
144	-1.83
145	1.62
146	-2.44
147	-1.73
148	-4.9
149	-0.04
150	-3.66
151	-4.34
152	-2.44
153	-1.64
155	0.57
156	-1.52
157	-2.79
158	-1.85
159	-1.68
160	-0.03
162	-4.87
163	-4.68
164	-5.2
165	-2.7
166	-25.79
168	-2.1
169	-29.52
170	-3.06
171	-2.66
172	0.83
173	0.44
174	-1.06
176	-0.55
178	-0.34
179	-1.41
180	-2.86
182	0
183	-0.08
184	1.43
185	1.28
187	-13.61
197	-4.74
198	-2.25
199	-4.72
200	-5.22
202	-2.72
203	-1.88
204	-5.11
205	0.75
206	-3.57
207	-1.52
209	-3.14
210	-3.53
211	-0.77
212	-0.34
213	0.34
216	-2.87
220	-2.34
222	-1.04
223	1.63
228	-1.62
238	2.71
